,DB,Date,UnitsConsumed
608,DB02 ,4/9/2017,1.78
609,DB02 ,4/10/2017,1.27
610,DB02 ,4/13/2017,0.89
611,DB02 ,4/14/2017,1.75
612,DB02 ,4/15/2017,1.59
613,DB02 ,4/16/2017,1.21
614,DB02 ,4/17/2017,1.42
615,DB02 ,4/18/2017,1.93
616,DB02 ,4/19/2017,1.69
617,DB02 ,4/20/2017,1.59
618,DB02 ,4/21/2017,1.44
619,DB02 ,4/22/2017,1.43
620,DB02 ,4/23/2017,1.06
621,DB02 ,4/24/2017,0.84
622,DB02 ,4/25/2017,0.67
623,DB02 ,4/26/2017,0.94
624,DB02 ,4/27/2017,0.76
625,DB02 ,4/28/2017,1.81
626,DB02 ,4/29/2017,1.19
627,DB02 ,4/30/2017,1.1
628,DB02 ,5/2/2017,1.25
629,DB02 ,5/3/2017,1.34
630,DB02 ,5/4/2017,1
631,DB02 ,5/5/2017,1.06
632,DB02 ,5/6/2017,0.69
633,DB02 ,5/7/2017,0.62
634,DB02 ,5/8/2017,0.77
635,DB02 ,5/9/2017,1.97
636,DB02 ,5/10/2017,1.3
637,DB02 ,5/13/2017,1.48
638,DB02 ,5/14/2017,0.61
639,DB02 ,5/15/2017,1.04
640,DB02 ,5/16/2017,1.51
641,DB02 ,5/17/2017,1.23
642,DB02 ,5/18/2017,0.99
643,DB02 ,5/19/2017,1.23
644,DB02 ,5/20/2017,1.95
645,DB02 ,5/21/2017,1.73
646,DB02 ,5/22/2017,1.06
647,DB02 ,5/23/2017,1.74
648,DB02 ,5/24/2017,1.1
649,DB02 ,5/25/2017,1.78
650,DB02 ,5/26/2017,1.89
651,DB02 ,5/27/2017,1.88
652,DB02 ,5/28/2017,1.34
653,DB02 ,5/29/2017,1.53
654,DB02 ,5/30/2017,1.4
655,DB02 ,5/31/2017,1.81
656,DB02 ,6/1/2017,0.42
657,DB02 ,6/2/2017,1.43
658,DB02 ,6/3/2017,1.51
659,DB02 ,6/4/2017,1.23
660,DB02 ,6/5/2017,1.66
661,DB02 ,6/6/2017,0.6
662,DB02 ,6/7/2017,0.98
663,DB02 ,6/9/2017,0.97
664,DB02 ,6/10/2017,1.23
665,DB02 ,6/13/2017,1.58
666,DB02 ,6/14/2017,1.24
667,DB02 ,6/15/2017,1.41
668,DB02 ,6/16/2017,1.22
669,DB02 ,6/17/2017,0.66
670,DB02 ,6/18/2017,0.87
671,DB02 ,6/28/2017,0.63
672,DB02 ,6/29/2017,0.76
673,DB02 ,6/30/2017,1.01
674,DB02 ,7/1/2017,0.66
675,DB02 ,7/2/2017,1.27
676,DB02 ,7/3/2017,1.19
677,DB02 ,7/4/2017,1.4
678,DB02 ,7/5/2017,1.53
679,DB02 ,7/6/2017,0.96
680,DB02 ,7/7/2017,0.69
681,DB02 ,7/9/2017,1.98
682,DB02 ,7/10/2017,1.18
683,DB02 ,7/19/2017,0.52
684,DB02 ,7/20/2017,0.84
685,DB02 ,7/21/2017,2.02
686,DB02 ,7/22/2017,0.46
687,DB02 ,8/1/2017,0.91
688,DB02 ,8/2/2017,1.07
689,DB02 ,8/3/2017,1.12
690,DB02 ,8/4/2017,1.48
691,DB02 ,8/5/2017,1.33
692,DB02 ,8/6/2017,0.98
693,DB02 ,8/7/2017,0.81
694,DB02 ,8/9/2017,2.21
695,DB02 ,8/10/2017,0.89
696,DB02 ,8/11/2017,0.73
697,DB02 ,8/14/2017,0.04
698,DB02 ,8/18/2017,0.02
699,DB02 ,8/24/2017,0.1
700,DB02 ,8/30/2017,0.82
701,DB02 ,8/31/2017,0.18
702,DB02 ,9/1/2017,1.14
703,DB02 ,9/2/2017,1.43
704,DB02 ,9/3/2017,0.86
705,DB02 ,9/4/2017,1.33
706,DB02 ,9/5/2017,2.2
707,DB02 ,9/6/2017,1.1
708,DB02 ,9/7/2017,0.95
709,DB02 ,9/9/2017,1.55
710,DB02 ,9/10/2017,0.75
711,DB02 ,9/11/2017,0.55
712,DB02 ,9/14/2017,0.26
713,DB02 ,9/15/2017,0.69
714,DB02 ,9/16/2017,0.82
715,DB02 ,9/17/2017,1.01
716,DB02 ,9/18/2017,0.56
717,DB02 ,9/20/2017,0.77
718,DB02 ,9/22/2017,1
719,DB02 ,9/23/2017,1.39
720,DB02 ,9/24/2017,1.38
721,DB02 ,9/25/2017,1.5
722,DB02 ,9/26/2017,1.44
723,DB02 ,9/27/2017,1.48
724,DB02 ,9/28/2017,1.25
725,DB02 ,9/29/2017,1.67
726,DB02 ,9/30/2017,0.85
727,DB02 ,10/1/2017,0.37
728,DB02 ,10/2/2017,1.15
729,DB02 ,10/3/2017,0.67
730,DB02 ,10/4/2017,1.25
731,DB02 ,10/5/2017,1.38
732,DB02 ,10/6/2017,1.42
733,DB02 ,10/7/2017,0.64
734,DB02 ,10/9/2017,1.63
735,DB02 ,10/10/2017,1.06
736,DB02 ,10/11/2017,0.68
737,DB02 ,10/24/2017,0.09
738,DB02 ,10/25/2017,0.07
739,DB02 ,10/30/2017,0.24
740,DB02 ,10/31/2017,0.11
741,DB02 ,11/1/2017,0.86
742,DB02 ,11/2/2017,1.2
743,DB02 ,11/3/2017,0.65
744,DB02 ,11/4/2017,0.91
745,DB02 ,11/5/2017,1.86
746,DB02 ,11/6/2017,1.14
747,DB02 ,11/7/2017,0.35
748,DB02 ,11/9/2017,1.06
749,DB02 ,11/10/2017,0.94
750,DB02 ,11/11/2017,0.8
751,DB02 ,11/13/2017,0.45
752,DB02 ,11/14/2017,0.71
753,DB02 ,11/15/2017,0.71
754,DB02 ,11/16/2017,0.63
755,DB02 ,11/17/2017,0.02
756,DB02 ,12/1/2017,1.54
757,DB02 ,12/2/2017,1.21
758,DB02 ,12/3/2017,0.77
759,DB02 ,12/4/2017,1.21
760,DB02 ,12/5/2017,1.56
761,DB02 ,12/6/2017,0.68
762,DB02 ,12/9/2017,0.15
763,DB02 ,12/10/2017,1.13
764,DB02 ,12/11/2017,0.68
765,DB03 ,1/2/2016,1.34
766,DB03 ,1/3/2016,1.53
767,DB03 ,1/4/2016,2.17
768,DB03 ,1/5/2016,4.34
769,DB03 ,1/6/2016,1.92
770,DB03 ,1/8/2016,0.26
771,DB03 ,1/12/2016,1.14
772,DB03 ,2/2/2016,1.2
773,DB03 ,2/3/2016,1.53
774,DB03 ,2/4/2016,1.95
775,DB03 ,2/5/2016,6.14
776,DB03 ,2/8/2016,0.1
777,DB03 ,2/12/2016,0.04
778,DB03 ,2/13/2016,1.08
779,DB03 ,2/14/2016,0.31
780,DB03 ,2/15/2016,0.86
781,DB03 ,2/16/2016,0.89
782,DB03 ,2/17/2016,0.89
783,DB03 ,2/18/2016,1.07
784,DB03 ,2/19/2016,1.14
785,DB03 ,2/20/2016,1.13
786,DB03 ,2/21/2016,1.25
787,DB03 ,2/22/2016,1.18
788,DB03 ,2/23/2016,0.86
789,DB03 ,2/24/2016,0.76
790,DB03 ,2/25/2016,0.73
791,DB03 ,2/26/2016,0.62
792,DB03 ,2/27/2016,0.99
793,DB03 ,2/28/2016,1.25
794,DB03 ,2/29/2016,0.98
795,DB03 ,3/2/2016,1.3
796,DB03 ,3/3/2016,0.28
797,DB03 ,3/4/2016,2.97
798,DB03 ,3/5/2016,4.97
799,DB03 ,3/12/2016,0.13
800,DB03 ,3/13/2016,1.49
801,DB03 ,3/14/2016,1.44
802,DB03 ,3/15/2016,1.39
803,DB03 ,3/16/2016,1.39
804,DB03 ,3/17/2016,1.08
805,DB03 ,3/18/2016,1.21
806,DB03 ,3/19/2016,1.42
807,DB03 ,3/20/2016,1.44
808,DB03 ,3/21/2016,1.16
809,DB03 ,3/22/2016,1.22
810,DB03 ,3/23/2016,1.71
811,DB03 ,3/24/2016,1.06
812,DB03 ,3/25/2016,1.54
813,DB03 ,3/26/2016,1.49
814,DB03 ,3/27/2016,1.81
815,DB03 ,3/28/2016,1.8
816,DB03 ,3/29/2016,1.77
817,DB03 ,3/30/2016,1.52
818,DB03 ,3/31/2016,1.77
819,DB03 ,4/2/2016,1.01
820,DB03 ,4/3/2016,0.75
821,DB03 ,4/4/2016,2.23
822,DB03 ,4/5/2016,5.14
823,DB03 ,4/13/2016,2.86
824,DB03 ,4/14/2016,2.42
825,DB03 ,4/15/2016,2.2
826,DB03 ,4/16/2016,1.8
827,DB03 ,4/17/2016,2.14
828,DB03 ,4/18/2016,2.13
829,DB03 ,4/19/2016,2.19
830,DB03 ,4/20/2016,0.92
831,DB03 ,4/25/2016,1.56
832,DB03 ,4/26/2016,2.18
833,DB03 ,4/27/2016,2.85
834,DB03 ,4/28/2016,3.82
835,DB03 ,4/29/2016,3.8
836,DB03 ,4/30/2016,4.66
837,DB03 ,5/2/2016,1.22
838,DB03 ,5/3/2016,0.92
839,DB03 ,5/4/2016,1.87
840,DB03 ,5/5/2016,5.52
841,DB03 ,5/13/2016,4.72
842,DB03 ,5/14/2016,5.73
843,DB03 ,5/15/2016,4.87
844,DB03 ,5/16/2016,5.21
845,DB03 ,5/17/2016,5.2
846,DB03 ,5/18/2016,5.3
847,DB03 ,5/19/2016,4.3
848,DB03 ,5/20/2016,2.39
849,DB03 ,5/21/2016,2.65
850,DB03 ,5/22/2016,4.44
851,DB03 ,5/23/2016,4.1
852,DB03 ,5/24/2016,5.64
853,DB03 ,5/25/2016,5.14
854,DB03 ,5/26/2016,5.07
855,DB03 ,5/27/2016,5.19
856,DB03 ,5/28/2016,4.86
857,DB03 ,5/29/2016,5.08
858,DB03 ,5/30/2016,4.32
859,DB03 ,5/31/2016,3.96
860,DB03 ,6/2/2016,1.31
861,DB03 ,6/3/2016,0.9
862,DB03 ,6/4/2016,1.77
863,DB03 ,6/5/2016,5.25
864,DB03 ,7/2/2016,1.17
865,DB03 ,7/3/2016,0.97
866,DB03 ,7/4/2016,1.75
867,DB03 ,7/5/2016,5.24
868,DB03 ,7/11/2016,0.09
869,DB03 ,8/2/2016,0.39
870,DB03 ,8/3/2016,1.1
871,DB03 ,8/4/2016,1.8
872,DB03 ,8/5/2016,4.91
873,DB03 ,8/11/2016,0.12
874,DB03 ,9/2/2016,0.99
875,DB03 ,9/3/2016,0.94
876,DB03 ,9/4/2016,1.62
877,DB03 ,9/5/2016,4.21
878,DB03 ,10/2/2016,1.11
879,DB03 ,10/3/2016,1.27
880,DB03 ,10/4/2016,1.58
881,DB03 ,10/5/2016,4.54
882,DB03 ,11/2/2016,0.98
883,DB03 ,11/3/2016,1
884,DB03 ,11/4/2016,2.71
885,DB03 ,11/5/2016,3.99
886,DB03 ,11/16/2016,0.8
887,DB03 ,11/17/2016,1.95
888,DB03 ,11/18/2016,1.7
889,DB03 ,11/19/2016,1.21
890,DB03 ,11/20/2016,1.31
891,DB03 ,11/21/2016,1.3
892,DB03 ,11/22/2016,1.75
893,DB03 ,11/30/2016,1.67
894,DB03 ,12/2/2016,0.86
895,DB03 ,12/3/2016,1.05
896,DB03 ,12/4/2016,2.33
897,DB03 ,12/5/2016,2.74
898,DB03 ,1/6/2017,3.79
899,DB03 ,1/9/2017,1.82
900,DB03 ,1/10/2017,3.01
901,DB03 ,2/6/2017,3.55
902,DB03 ,2/9/2017,2.01
903,DB03 ,2/10/2017,0.75
904,DB03 ,2/11/2017,0.19
905,DB03 ,3/6/2017,2.68
906,DB03 ,3/8/2017,0.1
907,DB03 ,3/9/2017,4.94
908,DB03 ,3/11/2017,0.02
909,DB03 ,3/20/2017,180.13
910,DB03 ,3/21/2017,2.83
911,DB03 ,3/22/2017,2.06
912,DB03 ,3/23/2017,3.33
913,DB03 ,3/24/2017,3.13
914,DB03 ,3/25/2017,3.8
915,DB03 ,3/26/2017,3.52
916,DB03 ,3/28/2017,4.92
917,DB03 ,3/29/2017,4.95
918,DB03 ,3/30/2017,3.15
919,DB03 ,4/6/2017,4.76
920,DB03 ,4/9/2017,4.35
921,DB03 ,4/18/2017,0.43
922,DB03 ,4/19/2017,3.75
923,DB03 ,4/20/2017,4.55
924,DB03 ,4/21/2017,0.78
925,DB03 ,4/25/2017,1.41
926,DB03 ,4/26/2017,4.46
927,DB03 ,4/27/2017,4.26
928,DB03 ,4/28/2017,4.88
929,DB03 ,4/29/2017,4.32
930,DB03 ,4/30/2017,3.6
931,DB03 ,5/4/2017,1.99
932,DB03 ,5/6/2017,5.42
933,DB03 ,5/9/2017,4.39
934,DB03 ,5/15/2017,1.51
935,DB03 ,5/16/2017,4.34
936,DB03 ,5/17/2017,4.66
937,DB03 ,5/18/2017,4.33
938,DB03 ,5/19/2017,0.78
939,DB03 ,5/20/2017,2.36
940,DB03 ,5/21/2017,5.7
941,DB03 ,5/22/2017,4.71
942,DB03 ,5/23/2017,4.75
943,DB03 ,5/24/2017,3.78
944,DB03 ,5/25/2017,5.05
945,DB03 ,5/26/2017,5.15
946,DB03 ,5/27/2017,5.32
947,DB03 ,5/28/2017,5.26
948,DB03 ,5/29/2017,5.08
949,DB03 ,5/30/2017,5.37
950,DB03 ,5/31/2017,4.98
951,DB03 ,6/4/2017,3.22
952,DB03 ,6/6/2017,3.45
953,DB03 ,6/9/2017,3.08
954,DB03 ,6/13/2017,5.94
955,DB03 ,6/14/2017,5.42
956,DB03 ,6/15/2017,4.89
957,DB03 ,6/16/2017,4.45
958,DB03 ,6/17/2017,4.76
959,DB03 ,6/18/2017,3.62
960,DB03 ,6/28/2017,1.62
961,DB03 ,6/29/2017,2.15
962,DB03 ,6/30/2017,0.57
963,DB03 ,7/4/2017,2.5
964,DB03 ,7/6/2017,4.7
965,DB03 ,7/9/2017,3.28
966,DB03 ,8/4/2017,1.27
967,DB03 ,8/6/2017,1.16
968,DB03 ,8/9/2017,4.83
969,DB03 ,8/14/2017,0.09
970,DB03 ,8/24/2017,0.89
971,DB03 ,8/30/2017,2.87
972,DB03 ,8/31/2017,0.79
973,DB03 ,9/6/2017,3
974,DB03 ,9/9/2017,4.01
975,DB03 ,9/14/2017,2.17
976,DB03 ,9/15/2017,4.39
977,DB03 ,9/16/2017,3.74
978,DB03 ,9/17/2017,2.26
979,DB03 ,9/18/2017,0.93
980,DB03 ,9/20/2017,1.8
981,DB03 ,9/22/2017,2.88
982,DB03 ,9/23/2017,3.14
983,DB03 ,9/24/2017,2.85
984,DB03 ,9/25/2017,3.33
985,DB03 ,9/26/2017,3.77
986,DB03 ,9/27/2017,4.37
987,DB03 ,9/28/2017,1.18
988,DB03 ,9/30/2017,3.6
989,DB03 ,10/6/2017,4.44
990,DB03 ,10/9/2017,4.02
991,DB03 ,11/6/2017,4.82
992,DB03 ,11/9/2017,3.23
993,DB03 ,12/6/2017,4.84
994,DB03 ,12/9/2017,0.09
995,DB04 ,1/2/2016,1.76
996,DB04 ,1/3/2016,3.66
997,DB04 ,1/4/2016,3.06
998,DB04 ,1/5/2016,3.33
999,DB04 ,1/6/2016,2.52
1000,DB04 ,1/12/2016,0.8
1001,DB04 ,2/2/2016,2.18
1002,DB04 ,2/3/2016,3.66
1003,DB04 ,2/4/2016,3.09
1004,DB04 ,2/5/2016,4.1
1005,DB04 ,2/12/2016,0.05
1006,DB04 ,2/13/2016,1.17
1007,DB04 ,2/14/2016,0.14
1008,DB04 ,2/15/2016,0.04
1009,DB04 ,2/16/2016,0.9
1010,DB04 ,2/17/2016,1.43
1011,DB04 ,2/18/2016,0.92
1012,DB04 ,2/19/2016,1.07
1013,DB04 ,2/20/2016,1.38
1014,DB04 ,2/21/2016,1.44
1015,DB04 ,2/22/2016,2.12
1016,DB04 ,2/23/2016,2.21
1017,DB04 ,2/24/2016,2.89
1018,DB04 ,2/25/2016,2.14
1019,DB04 ,2/26/2016,1.77
1020,DB04 ,2/27/2016,2.03
1021,DB04 ,2/28/2016,2.6
1022,DB04 ,2/29/2016,3.26
1023,DB04 ,3/2/2016,1.24
1024,DB04 ,3/3/2016,3.87
1025,DB04 ,3/4/2016,3.39
1026,DB04 ,3/5/2016,0.74
1027,DB04 ,3/12/2016,0.68
1028,DB04 ,3/13/2016,2.99
1029,DB04 ,3/14/2016,2.64
1030,DB04 ,3/15/2016,2.79
1031,DB04 ,3/16/2016,2.83
1032,DB04 ,3/17/2016,2.86
1033,DB04 ,3/18/2016,2.99
1034,DB04 ,3/19/2016,2.57
1035,DB04 ,3/20/2016,2.61
1036,DB04 ,3/21/2016,2.13
1037,DB04 ,3/22/2016,2.5
1038,DB04 ,3/23/2016,2.03
1039,DB04 ,3/24/2016,1.64
1040,DB04 ,3/25/2016,2.54
1041,DB04 ,3/26/2016,3.38
1042,DB04 ,3/27/2016,3.44
1043,DB04 ,3/28/2016,3.38
1044,DB04 ,3/29/2016,2.83
1045,DB04 ,3/30/2016,2.97
1046,DB04 ,3/31/2016,3.29
1047,DB04 ,4/2/2016,1.18
1048,DB04 ,4/3/2016,3.53
1049,DB04 ,4/4/2016,3.85
1050,DB04 ,4/5/2016,5.06
1051,DB04 ,4/12/2016,0.96
1052,DB04 ,4/13/2016,2.38
1053,DB04 ,4/14/2016,4.37
1054,DB04 ,4/15/2016,3.46
1055,DB04 ,4/16/2016,3.08
1056,DB04 ,4/17/2016,3.83
1057,DB04 ,4/18/2016,3.5
1058,DB04 ,4/19/2016,3.11
1059,DB04 ,4/20/2016,1.28
1060,DB04 ,4/25/2016,1.77
1061,DB04 ,4/26/2016,4.04
1062,DB04 ,4/27/2016,4.51
1063,DB04 ,4/28/2016,4.11
1064,DB04 ,4/29/2016,3.62
1065,DB04 ,4/30/2016,3.15
1066,DB04 ,5/2/2016,1.24
1067,DB04 ,5/3/2016,3.48
1068,DB04 ,5/4/2016,2.85
1069,DB04 ,5/5/2016,1.72
1070,DB04 ,5/12/2016,0.08
1071,DB04 ,5/13/2016,1.68
1072,DB04 ,5/14/2016,2.96
1073,DB04 ,5/15/2016,4.71
1074,DB04 ,5/16/2016,3.15
1075,DB04 ,5/17/2016,3.01
1076,DB04 ,5/18/2016,3.94
1077,DB04 ,5/19/2016,3.08
1078,DB04 ,5/20/2016,1.48
1079,DB04 ,5/21/2016,3.21
1080,DB04 ,5/22/2016,3.05
1081,DB04 ,5/23/2016,2.93
1082,DB04 ,5/24/2016,4.62
1083,DB04 ,5/25/2016,3.02
1084,DB04 ,5/26/2016,3.38
1085,DB04 ,5/27/2016,1.53
1086,DB04 ,5/28/2016,3.86
1087,DB04 ,5/29/2016,3.87
1088,DB04 ,5/30/2016,4.37
1089,DB04 ,5/31/2016,3.84
1090,DB04 ,6/2/2016,1.45
1091,DB04 ,6/3/2016,3.7
1092,DB04 ,6/4/2016,2.64
1093,DB04 ,6/5/2016,2.19
1094,DB04 ,7/2/2016,1.38
1095,DB04 ,7/3/2016,3.07
1096,DB04 ,7/4/2016,3.25
1097,DB04 ,7/5/2016,2.69
1098,DB04 ,7/12/2016,0.67
1099,DB04 ,8/2/2016,0.3
1100,DB04 ,8/3/2016,2.83
1101,DB04 ,8/4/2016,2.95
1102,DB04 ,8/5/2016,3.05
1103,DB04 ,8/12/2016,0.02
1104,DB04 ,9/2/2016,0.85
1105,DB04 ,9/3/2016,3.26
1106,DB04 ,9/4/2016,2.67
1107,DB04 ,9/5/2016,2.23
1108,DB04 ,9/12/2016,0.77
1109,DB04 ,10/2/2016,1.29
1110,DB04 ,10/3/2016,2.9
1111,DB04 ,10/4/2016,2.9
1112,DB04 ,10/5/2016,3.04
1113,DB04 ,10/12/2016,0.1
1114,DB04 ,11/2/2016,1.25
1115,DB04 ,11/3/2016,2.55
1116,DB04 ,11/4/2016,3.39
1117,DB04 ,11/5/2016,2.4
1118,DB04 ,11/14/2016,0.74
1119,DB04 ,11/15/2016,0.7
1120,DB04 ,11/16/2016,0.71
1121,DB04 ,11/17/2016,0.83
1122,DB04 ,11/18/2016,0.87
1123,DB04 ,11/19/2016,0.74
1124,DB04 ,11/20/2016,0.62
1125,DB04 ,11/21/2016,0.76
1126,DB04 ,11/22/2016,0.76
1127,DB04 ,11/30/2016,0.61
1128,DB04 ,12/2/2016,1.22
1129,DB04 ,12/3/2016,3.26
1130,DB04 ,12/4/2016,2.34
1131,DB04 ,12/5/2016,1.82
1132,DB04 ,12/13/2016,1.43
1133,DB04 ,12/14/2016,0.91
1134,DB04 ,12/15/2016,0.14
1135,DB04 ,1/4/2017,1.2
1136,DB04 ,1/5/2017,3.05
1137,DB04 ,1/6/2017,4.27
1138,DB04 ,1/13/2017,0.89
1139,DB04 ,1/14/2017,0.98
1140,DB04 ,1/15/2017,1.31
1141,DB04 ,1/16/2017,0.75
1142,DB04 ,1/17/2017,0.81
1143,DB04 ,1/18/2017,0.23
1144,DB04 ,1/19/2017,0.54
1145,DB04 ,1/20/2017,1.21
1146,DB04 ,1/21/2017,1.15
1147,DB04 ,1/22/2017,1.09
1148,DB04 ,1/23/2017,0.47
1149,DB04 ,2/4/2017,1.31
1150,DB04 ,2/5/2017,3.58
1151,DB04 ,2/6/2017,3.89
1152,DB04 ,3/4/2017,3.73
1153,DB04 ,3/5/2017,2.58
1154,DB04 ,3/6/2017,2.85
1155,DB04 ,3/19/2017,1.65
1156,DB04 ,3/20/2017,2.07
1157,DB04 ,3/21/2017,1.88
1158,DB04 ,3/22/2017,0.53
1159,DB04 ,3/23/2017,1.23
1160,DB04 ,3/24/2017,2.36
1161,DB04 ,3/25/2017,3.56
1162,DB04 ,3/26/2017,3.37
1163,DB04 ,3/28/2017,4.38
1164,DB04 ,3/29/2017,5.02
1165,DB04 ,3/30/2017,3.34
1166,DB04 ,3/31/2017,0.46
1167,DB04 ,4/4/2017,4.45
1168,DB04 ,4/5/2017,3.79
1169,DB04 ,4/6/2017,1.15
1170,DB04 ,4/18/2017,2.97
1171,DB04 ,4/19/2017,5.27
1172,DB04 ,4/20/2017,4.03
1173,DB04 ,4/21/2017,0.91
1174,DB04 ,4/23/2017,4.58
1175,DB04 ,4/24/2017,1.37
1176,DB04 ,4/25/2017,2.16
1177,DB04 ,4/26/2017,2.63
1178,DB04 ,4/27/2017,3.19
1179,DB04 ,4/28/2017,3.04
1180,DB04 ,4/29/2017,3.21
1181,DB04 ,4/30/2017,3.88
1182,DB04 ,5/1/2017,0.03
1183,DB04 ,5/4/2017,2.54
1184,DB04 ,5/5/2017,4.24
1185,DB04 ,5/13/2017,4.97
1186,DB04 ,5/14/2017,5.04
1187,DB04 ,5/15/2017,4.7
1188,DB04 ,5/16/2017,4.45
1189,DB04 ,5/17/2017,4.67
1190,DB04 ,5/18/2017,4.99
1191,DB04 ,5/19/2017,5.01
1192,DB04 ,5/20/2017,3.94
1193,DB04 ,5/21/2017,4.22
1194,DB04 ,5/22/2017,2.64
1195,DB04 ,5/23/2017,3.36
1196,DB04 ,5/24/2017,4.69
1197,DB04 ,5/25/2017,5.45
1198,DB04 ,5/26/2017,3.63
1199,DB04 ,5/27/2017,2.08
1200,DB04 ,5/28/2017,3.92
1201,DB04 ,5/29/2017,3.7
1202,DB04 ,5/30/2017,2.85
1203,DB04 ,5/31/2017,4.08
1204,DB04 ,6/1/2017,0.67
