,DB,Date,UnitsConsumed
2950,DB11 ,4/13/2016,0.21
2951,DB11 ,4/25/2016,0.38
2952,DB11 ,4/26/2016,0.66
2953,DB11 ,4/27/2016,0.27
2954,DB11 ,4/29/2016,0.37
2955,DB11 ,4/30/2016,0.64
2956,DB11 ,5/2/2016,0.58
2957,DB11 ,5/3/2016,0.72
2958,DB11 ,5/4/2016,0.61
2959,DB11 ,5/5/2016,1.02
2960,DB11 ,6/2/2016,0.77
2961,DB11 ,6/3/2016,0.64
2962,DB11 ,6/4/2016,0.69
2963,DB11 ,6/5/2016,1.01
2964,DB11 ,7/2/2016,0.83
2965,DB11 ,7/3/2016,0.65
2966,DB11 ,7/4/2016,0.65
2967,DB11 ,7/5/2016,0.94
2968,DB11 ,8/2/2016,0.8
2969,DB11 ,8/3/2016,0.67
2970,DB11 ,8/4/2016,0.57
2971,DB11 ,8/5/2016,0.96
2972,DB11 ,9/2/2016,0.64
2973,DB11 ,9/3/2016,0.7
2974,DB11 ,9/4/2016,0.64
2975,DB11 ,9/5/2016,0.99
2976,DB11 ,10/2/2016,0.91
2977,DB11 ,10/3/2016,0.67
2978,DB11 ,10/4/2016,0.68
2979,DB11 ,10/5/2016,0.98
2980,DB11 ,11/2/2016,0.9
2981,DB11 ,11/3/2016,0.62
2982,DB11 ,11/4/2016,0.66
2983,DB11 ,11/5/2016,0.29
2984,DB11 ,12/2/2016,0.73
2985,DB11 ,12/3/2016,0.64
2986,DB11 ,12/4/2016,0.61
2987,DB11 ,1/4/2017,0.91
2988,DB11 ,1/6/2017,0.56
2989,DB11 ,1/7/2017,0.39
2990,DB11 ,1/9/2017,0.06
2991,DB11 ,1/10/2017,0.86
2992,DB11 ,1/11/2017,0.02
2993,DB11 ,2/4/2017,0.92
2994,DB11 ,2/5/2017,0.18
2995,DB11 ,2/6/2017,0.59
2996,DB11 ,2/7/2017,0.55
2997,DB11 ,2/9/2017,0.74
2998,DB11 ,2/10/2017,0.88
2999,DB11 ,2/11/2017,0.06
3000,DB11 ,3/4/2017,0.82
3001,DB11 ,3/5/2017,0.32
3002,DB11 ,3/6/2017,0.49
3003,DB11 ,3/9/2017,0.32
3004,DB11 ,3/10/2017,0.92
3005,DB11 ,3/11/2017,0.24
3006,DB11 ,3/20/2017,266.03
3007,DB11 ,3/21/2017,0.8
3008,DB11 ,3/22/2017,0.5
3009,DB11 ,3/23/2017,0.58
3010,DB11 ,3/24/2017,0.8
3011,DB11 ,3/25/2017,0.77
3012,DB11 ,3/26/2017,0.76
3013,DB11 ,3/28/2017,0.64
3014,DB11 ,3/29/2017,0.9
3015,DB11 ,3/30/2017,0.82
3016,DB11 ,3/31/2017,0.93
3017,DB11 ,4/4/2017,0.87
3018,DB11 ,4/5/2017,0.48
3019,DB11 ,4/6/2017,0.58
3020,DB11 ,4/7/2017,0.58
3021,DB11 ,4/9/2017,0.04
3022,DB11 ,4/10/2017,0.89
3023,DB11 ,4/13/2017,0.76
3024,DB11 ,4/14/2017,0.67
3025,DB11 ,4/15/2017,0.74
3026,DB11 ,4/16/2017,0.45
3027,DB11 ,4/17/2017,0.74
3028,DB11 ,4/18/2017,0.76
3029,DB11 ,4/19/2017,0.63
3030,DB11 ,4/20/2017,1.48
3031,DB11 ,4/21/2017,2.85
3032,DB11 ,4/22/2017,1.75
3033,DB11 ,4/23/2017,0.78
3034,DB11 ,4/24/2017,0.41
3035,DB11 ,4/25/2017,0.39
3036,DB11 ,4/26/2017,0.9
3037,DB11 ,4/27/2017,0.29
3038,DB11 ,4/28/2017,0.03
3039,DB11 ,5/4/2017,0.78
3040,DB11 ,5/5/2017,0.33
3041,DB11 ,5/6/2017,0.54
3042,DB11 ,5/7/2017,0.55
3043,DB11 ,5/10/2017,1.04
3044,DB11 ,5/13/2017,0.49
3045,DB11 ,5/14/2017,0.38
3046,DB11 ,5/15/2017,0.41
3047,DB11 ,5/16/2017,0.37
3048,DB11 ,5/17/2017,0.52
3049,DB11 ,5/18/2017,0.49
3050,DB11 ,5/19/2017,0.62
3051,DB11 ,5/20/2017,0.69
3052,DB11 ,5/21/2017,0.7
3053,DB11 ,5/22/2017,0.68
3054,DB11 ,5/23/2017,0.59
3055,DB11 ,5/24/2017,0.53
3056,DB11 ,5/25/2017,0.71
3057,DB11 ,5/26/2017,0.56
3058,DB11 ,5/27/2017,0.62
3059,DB11 ,5/28/2017,0.67
3060,DB11 ,5/29/2017,0.62
3061,DB11 ,5/30/2017,0.76
3062,DB11 ,5/31/2017,0.56
3063,DB11 ,6/4/2017,0.8
3064,DB11 ,6/5/2017,0.42
3065,DB11 ,6/6/2017,0.5
3066,DB11 ,6/7/2017,0.64
3067,DB11 ,6/10/2017,0.98
3068,DB11 ,6/16/2017,0.36
3069,DB11 ,6/28/2017,0.41
3070,DB11 ,6/29/2017,0.61
3071,DB11 ,6/30/2017,0.62
3072,DB11 ,7/4/2017,0.79
3073,DB11 ,7/5/2017,0.48
3074,DB11 ,7/6/2017,0.67
3075,DB11 ,7/7/2017,0.59
3076,DB11 ,7/9/2017,0.51
3077,DB11 ,7/10/2017,0.61
3078,DB11 ,8/4/2017,0.82
3079,DB11 ,8/5/2017,0.42
3080,DB11 ,8/6/2017,0.75
3081,DB11 ,8/7/2017,0.75
3082,DB11 ,8/10/2017,0.65
3083,DB11 ,8/11/2017,0.52
3084,DB11 ,9/4/2017,0.56
3085,DB11 ,9/5/2017,0.53
3086,DB11 ,9/6/2017,0.65
3087,DB11 ,9/7/2017,0.67
3088,DB11 ,9/9/2017,0.34
3089,DB11 ,9/10/2017,0.6
3090,DB11 ,9/11/2017,0.82
3091,DB11 ,9/14/2017,0.77
3092,DB11 ,9/15/2017,1.11
3093,DB11 ,9/16/2017,0.97
3094,DB11 ,9/17/2017,0.83
3095,DB11 ,9/18/2017,0.47
3096,DB11 ,9/20/2017,0.84
3097,DB11 ,9/22/2017,0.78
3098,DB11 ,9/23/2017,1.08
3099,DB11 ,9/24/2017,0.81
3100,DB11 ,9/25/2017,0.96
3101,DB11 ,9/26/2017,1.01
3102,DB11 ,9/27/2017,0.53
3103,DB11 ,9/30/2017,0.63
3104,DB11 ,10/4/2017,0.61
3105,DB11 ,10/5/2017,0.43
3106,DB11 ,10/6/2017,0.64
3107,DB11 ,10/7/2017,0.55
3108,DB11 ,10/9/2017,0.68
3109,DB11 ,10/10/2017,0.82
3110,DB11 ,10/11/2017,0.78
3111,DB11 ,10/12/2017,0.03
3112,DB11 ,10/24/2017,0.83
3113,DB11 ,10/25/2017,0.39
3114,DB11 ,10/30/2017,0.03
3115,DB11 ,11/4/2017,0.67
3116,DB11 ,11/5/2017,0.43
3117,DB11 ,11/6/2017,0.76
3118,DB11 ,11/7/2017,0.08
3119,DB11 ,11/9/2017,0.98
3120,DB11 ,11/10/2017,0.39
3121,DB11 ,11/11/2017,0.85
3122,DB11 ,11/12/2017,0.94
3123,DB11 ,11/13/2017,0.46
3124,DB11 ,11/14/2017,0.93
3125,DB11 ,11/15/2017,0.82
3126,DB11 ,11/16/2017,0.78
3127,DB11 ,11/17/2017,0.03
3128,DB11 ,11/28/2017,0.05
3129,DB11 ,12/4/2017,0.74
3130,DB11 ,12/5/2017,0.45
3131,DB11 ,12/6/2017,0.52
3132,DB11 ,12/10/2017,0.61
3133,DB11 ,12/11/2017,0.87
3134,DB11 ,12/12/2017,1.6
3135,DB11 ,12/13/2017,0.9
3136,DB11 ,12/15/2017,0.67
3137,DB11 ,12/16/2017,1.7
3138,DB11 ,12/17/2017,1.41
3139,DB11 ,12/18/2017,1.6
3140,DB11 ,12/19/2017,1.28
3141,DB11 ,12/20/2017,1.41
3142,DB11 ,12/21/2017,1.82
3143,DB11 ,12/22/2017,1.72
3144,DB11 ,12/23/2017,1.7
3145,DB11 ,12/24/2017,1.24
3146,DB11 ,12/25/2017,1.5
3147,DB11 ,12/26/2017,1.59
3148,DB11 ,4/1/2018,1.2
3149,DB11 ,5/1/2018,1.56
3150,DB11 ,6/1/2018,1.75
3151,DB11 ,7/1/2018,0.45
3152,DB12 ,1/2/2016,1.29
3153,DB12 ,1/3/2016,1.55
3154,DB12 ,1/4/2016,1.72
3155,DB12 ,1/5/2016,2.06
3156,DB12 ,1/6/2016,1
3157,DB12 ,1/12/2016,0.03
3158,DB12 ,2/2/2016,1.29
3159,DB12 ,2/3/2016,1.52
3160,DB12 ,2/4/2016,1.46
3161,DB12 ,2/5/2016,3.49
3162,DB12 ,2/13/2016,1.1
3163,DB12 ,2/14/2016,0.28
3164,DB12 ,2/15/2016,0.85
3165,DB12 ,2/16/2016,1.25
3166,DB12 ,2/17/2016,1.25
3167,DB12 ,2/18/2016,1.26
3168,DB12 ,2/19/2016,1.27
3169,DB12 ,2/20/2016,1.35
3170,DB12 ,2/21/2016,1.42
3171,DB12 ,2/22/2016,1.36
3172,DB12 ,2/23/2016,1.42
3173,DB12 ,2/24/2016,1.5
3174,DB12 ,2/25/2016,1.23
3175,DB12 ,2/26/2016,1.39
3176,DB12 ,2/27/2016,0.74
3177,DB12 ,2/28/2016,1.46
3178,DB12 ,2/29/2016,1.31
3179,DB12 ,3/2/2016,1.32
3180,DB12 ,3/3/2016,1.32
3181,DB12 ,3/4/2016,2.59
3182,DB12 ,3/5/2016,2.51
3183,DB12 ,3/12/2016,0.06
3184,DB12 ,3/13/2016,1.17
3185,DB12 ,3/14/2016,1.06
3186,DB12 ,3/15/2016,1.04
3187,DB12 ,3/16/2016,1.01
3188,DB12 ,3/17/2016,1.16
3189,DB12 ,3/18/2016,2.1
3190,DB12 ,3/19/2016,2.1
3191,DB12 ,3/20/2016,2.22
3192,DB12 ,3/21/2016,1.74
3193,DB12 ,3/22/2016,1.91
3194,DB12 ,3/23/2016,2.07
3195,DB12 ,3/24/2016,1.73
3196,DB12 ,3/25/2016,1.49
3197,DB12 ,3/26/2016,1.46
3198,DB12 ,3/27/2016,2.67
3199,DB12 ,3/28/2016,1.84
3200,DB12 ,3/29/2016,2.53
3201,DB12 ,3/30/2016,2.98
3202,DB12 ,3/31/2016,1.85
3203,DB12 ,4/2/2016,1.25
3204,DB12 ,4/3/2016,1.3
3205,DB12 ,4/4/2016,2.94
3206,DB12 ,4/5/2016,2.55
3207,DB12 ,4/12/2016,0.03
3208,DB12 ,4/13/2016,1.89
3209,DB12 ,4/14/2016,2.76
3210,DB12 ,4/15/2016,3.04
3211,DB12 ,4/16/2016,3
3212,DB12 ,4/17/2016,1.93
3213,DB12 ,4/18/2016,0.22
3214,DB12 ,4/19/2016,1.53
3215,DB12 ,4/20/2016,1.39
3216,DB12 ,4/25/2016,1.33
3217,DB12 ,4/26/2016,2.35
3218,DB12 ,4/27/2016,2.48
3219,DB12 ,4/28/2016,2.64
3220,DB12 ,4/29/2016,2.52
3221,DB12 ,4/30/2016,2.26
3222,DB12 ,5/2/2016,1.37
3223,DB12 ,5/3/2016,1.55
3224,DB12 ,5/4/2016,2.53
3225,DB12 ,5/5/2016,2.52
3226,DB12 ,5/13/2016,1.86
3227,DB12 ,5/14/2016,2.87
3228,DB12 ,5/15/2016,3.03
3229,DB12 ,5/16/2016,3.08
3230,DB12 ,5/17/2016,2.96
3231,DB12 ,5/18/2016,3.13
3232,DB12 ,5/19/2016,2.34
3233,DB12 ,5/20/2016,1.55
3234,DB12 ,5/21/2016,2.29
3235,DB12 ,5/22/2016,2.4
3236,DB12 ,5/23/2016,3.62
3237,DB12 ,5/24/2016,3.06
3238,DB12 ,5/25/2016,2.2
3239,DB12 ,5/26/2016,2.14
3240,DB12 ,5/27/2016,2.81
3241,DB12 ,5/28/2016,3.21
3242,DB12 ,5/29/2016,2.96
3243,DB12 ,5/30/2016,2.52
3244,DB12 ,5/31/2016,2.61
3245,DB12 ,6/2/2016,1.47
3246,DB12 ,6/3/2016,1.66
3247,DB12 ,6/4/2016,2.02
3248,DB12 ,6/5/2016,1.78
3249,DB12 ,7/2/2016,1.38
3250,DB12 ,7/3/2016,1.4
3251,DB12 ,7/4/2016,2
3252,DB12 ,7/5/2016,1.48
3253,DB12 ,7/11/2016,0.03
3254,DB12 ,7/12/2016,0.03
3255,DB12 ,8/2/2016,1.26
3256,DB12 ,8/3/2016,1.31
3257,DB12 ,8/4/2016,1.98
3258,DB12 ,8/5/2016,1.37
3259,DB12 ,8/11/2016,0.03
3260,DB12 ,9/2/2016,1.19
3261,DB12 ,9/3/2016,1.34
3262,DB12 ,9/4/2016,1.74
3263,DB12 ,9/5/2016,2.01
3264,DB12 ,9/11/2016,0.02
3265,DB12 ,9/12/2016,0.04
3266,DB12 ,10/2/2016,1.21
3267,DB12 ,10/3/2016,1.56
3268,DB12 ,10/4/2016,2.4
3269,DB12 ,10/5/2016,1.97
3270,DB12 ,11/2/2016,1.22
3271,DB12 ,11/3/2016,1.46
3272,DB12 ,11/4/2016,2.14
3273,DB12 ,11/5/2016,2.06
3274,DB12 ,11/14/2016,0.06
3275,DB12 ,11/15/2016,0.05
3276,DB12 ,11/16/2016,0.05
3277,DB12 ,11/17/2016,0.01
3278,DB12 ,11/18/2016,0.01
3279,DB12 ,11/19/2016,0.09
3280,DB12 ,11/20/2016,0.06
3281,DB12 ,11/21/2016,0.02
3282,DB12 ,11/22/2016,0.04
3283,DB12 ,11/30/2016,0.02
3284,DB12 ,12/2/2016,1.19
3285,DB12 ,12/3/2016,1.65
3286,DB12 ,12/4/2016,2.22
3287,DB12 ,12/5/2016,1.72
3288,DB12 ,12/13/2016,0.06
3289,DB12 ,12/14/2016,0.05
3290,DB12 ,12/15/2016,0.01
3291,DB12 ,1/2/2017,0.05
3292,DB12 ,1/3/2017,0.09
3293,DB12 ,1/4/2017,3.08
3294,DB12 ,1/5/2017,5.69
3295,DB12 ,1/6/2017,6.14
3296,DB12 ,1/9/2017,0.51
3297,DB12 ,1/10/2017,0.48
3298,DB12 ,1/11/2017,0.04
3299,DB12 ,1/13/2017,0.08
3300,DB12 ,1/14/2017,0.05
3301,DB12 ,1/15/2017,0.06
3302,DB12 ,1/16/2017,0.06
3303,DB12 ,1/17/2017,0.07
3304,DB12 ,1/18/2017,0.03
3305,DB12 ,1/19/2017,0.02
3306,DB12 ,1/20/2017,0.05
3307,DB12 ,1/21/2017,0.05
3308,DB12 ,1/22/2017,0.05
3309,DB12 ,1/23/2017,0.07
3310,DB12 ,1/24/2017,0.08
3311,DB12 ,1/25/2017,0.06
3312,DB12 ,1/26/2017,0.08
3313,DB12 ,1/27/2017,0.05
3314,DB12 ,1/28/2017,0.07
3315,DB12 ,1/29/2017,0.05
3316,DB12 ,1/30/2017,0.04
3317,DB12 ,1/31/2017,0.06
3318,DB12 ,2/2/2017,0.05
3319,DB12 ,2/3/2017,0.06
3320,DB12 ,2/4/2017,2.82
3321,DB12 ,2/5/2017,5.51
3322,DB12 ,2/6/2017,5.3
3323,DB12 ,2/8/2017,0.04
3324,DB12 ,2/9/2017,0.92
3325,DB12 ,2/10/2017,0.05
3326,DB12 ,2/11/2017,0.11
3327,DB12 ,2/13/2017,0.05
3328,DB12 ,2/20/2017,0.06
3329,DB12 ,2/21/2017,0.08
3330,DB12 ,2/22/2017,0.08
3331,DB12 ,2/23/2017,0.06
3332,DB12 ,2/24/2017,0.06
3333,DB12 ,2/25/2017,0.05
3334,DB12 ,2/26/2017,0.04
3335,DB12 ,2/27/2017,0.07
3336,DB12 ,2/28/2017,0.06
3337,DB12 ,3/2/2017,0.07
3338,DB12 ,3/3/2017,0.02
3339,DB12 ,3/4/2017,3.02
3340,DB12 ,3/5/2017,4.82
3341,DB12 ,3/6/2017,4.43
3342,DB12 ,3/8/2017,0.07
3343,DB12 ,3/9/2017,2.07
3344,DB12 ,3/10/2017,0.05
3345,DB12 ,3/11/2017,0.27
3346,DB12 ,3/13/2017,0.04
3347,DB12 ,3/14/2017,0.07
3348,DB12 ,3/15/2017,0.06
3349,DB12 ,3/16/2017,0.05
3350,DB12 ,3/17/2017,0.04
3351,DB12 ,3/18/2017,0.08
3352,DB12 ,3/19/2017,0.84
3353,DB12 ,3/20/2017,-8.88
3354,DB12 ,3/21/2017,1.35
3355,DB12 ,3/22/2017,1.63
3356,DB12 ,3/23/2017,12.12
3357,DB12 ,3/24/2017,-7.71
3358,DB12 ,3/25/2017,3.22
3359,DB12 ,3/26/2017,2.08
3360,DB12 ,3/28/2017,3.37
3361,DB12 ,3/29/2017,3.82
3362,DB12 ,3/30/2017,-8.49
3363,DB12 ,3/31/2017,3.43
3364,DB12 ,4/2/2017,0.04
3365,DB12 ,4/3/2017,0.03
3366,DB12 ,4/4/2017,2.91
3367,DB12 ,4/5/2017,6.59
3368,DB12 ,4/6/2017,6.56
3369,DB12 ,4/7/2017,0.01
3370,DB12 ,4/8/2017,0.03
3371,DB12 ,4/9/2017,1.4
3372,DB12 ,4/10/2017,0.05
3373,DB12 ,4/13/2017,0.03
3374,DB12 ,4/14/2017,0.07
3375,DB12 ,4/15/2017,0.03
3376,DB12 ,4/18/2017,2.86
3377,DB12 ,4/19/2017,3.73
3378,DB12 ,4/20/2017,2.69
3379,DB12 ,4/21/2017,3.39
3380,DB12 ,4/22/2017,23.44
3381,DB12 ,4/23/2017,3.89
3382,DB12 ,4/24/2017,25.48
3383,DB12 ,4/25/2017,25.11
3384,DB12 ,4/26/2017,-19.68
3385,DB12 ,4/27/2017,2.23
3386,DB12 ,4/28/2017,4.67
3387,DB12 ,4/29/2017,4.88
3388,DB12 ,4/30/2017,5.49
3389,DB12 ,5/2/2017,0.07
3390,DB12 ,5/3/2017,0.05
3391,DB12 ,5/4/2017,2.99
3392,DB12 ,5/5/2017,5.5
3393,DB12 ,5/6/2017,5.37
3394,DB12 ,5/8/2017,0.04
3395,DB12 ,5/9/2017,1.31
3396,DB12 ,5/10/2017,0.07
3397,DB12 ,5/13/2017,5.79
3398,DB12 ,5/14/2017,3.31
3399,DB12 ,5/18/2017,1.92
3400,DB12 ,5/19/2017,5.05
3401,DB12 ,5/20/2017,4.39
3402,DB12 ,5/21/2017,5.15
3403,DB12 ,5/22/2017,6.84
3404,DB12 ,5/23/2017,6.25
3405,DB12 ,5/24/2017,5.62
3406,DB12 ,5/25/2017,6.17
3407,DB12 ,5/26/2017,5.85
3408,DB12 ,5/27/2017,3.84
3409,DB12 ,5/28/2017,6.78
3410,DB12 ,5/29/2017,5.25
3411,DB12 ,5/30/2017,5.91
3412,DB12 ,5/31/2017,5.65
3413,DB12 ,6/1/2017,0.03
3414,DB12 ,6/2/2017,0.06
3415,DB12 ,6/3/2017,0.06
3416,DB12 ,6/4/2017,-6.92
3417,DB12 ,6/5/2017,5.53
3418,DB12 ,6/6/2017,3.49
3419,DB12 ,6/7/2017,0.01
3420,DB12 ,6/9/2017,1.52
3421,DB12 ,6/10/2017,0.07
3422,DB12 ,6/13/2017,2.81
3423,DB12 ,6/14/2017,0.03
3424,DB12 ,6/15/2017,3.02
3425,DB12 ,6/16/2017,3.42
3426,DB12 ,6/17/2017,4.53
3427,DB12 ,6/18/2017,3.8
3428,DB12 ,7/1/2017,0.04
3429,DB12 ,7/2/2017,0.06
3430,DB12 ,7/3/2017,0.06
3431,DB12 ,7/4/2017,3.67
3432,DB12 ,7/5/2017,5.49
3433,DB12 ,7/6/2017,5.1
3434,DB12 ,7/9/2017,1.85
3435,DB12 ,7/10/2017,0.06
3436,DB12 ,8/1/2017,0.05
3437,DB12 ,8/2/2017,0.06
3438,DB12 ,8/3/2017,0.06
3439,DB12 ,8/4/2017,3.46
3440,DB12 ,8/5/2017,5.12
3441,DB12 ,8/6/2017,4.45
3442,DB12 ,8/9/2017,0.44
3443,DB12 ,8/10/2017,0.04
3444,DB12 ,8/11/2017,0.97
3445,DB12 ,8/24/2017,0.01
3446,DB12 ,8/30/2017,0.05
3447,DB12 ,8/31/2017,0.01
3448,DB12 ,9/1/2017,0.06
3449,DB12 ,9/2/2017,0.07
3450,DB12 ,9/3/2017,0.06
3451,DB12 ,9/4/2017,3.28
3452,DB12 ,9/5/2017,5.56
3453,DB12 ,9/6/2017,5.46
3454,DB12 ,9/9/2017,0.73
3455,DB12 ,9/10/2017,0.05
3456,DB12 ,9/11/2017,1.27
3457,DB12 ,9/14/2017,0.43
3458,DB12 ,9/15/2017,0.95
3459,DB12 ,9/16/2017,0.88
3460,DB12 ,9/17/2017,1.84
3461,DB12 ,9/18/2017,0.61
3462,DB12 ,9/20/2017,1.31
3463,DB12 ,9/22/2017,0.96
3464,DB12 ,9/23/2017,1.18
3465,DB12 ,9/24/2017,1.19
3466,DB12 ,9/25/2017,1.76
3467,DB12 ,9/26/2017,1.5
3468,DB12 ,9/27/2017,1.02
3469,DB12 ,9/28/2017,1.53
3470,DB12 ,9/29/2017,1.42
3471,DB12 ,9/30/2017,1.28
3472,DB12 ,10/1/2017,0.02
3473,DB12 ,10/2/2017,0.07
3474,DB12 ,10/3/2017,0.05
3475,DB12 ,10/4/2017,15.57
3476,DB12 ,10/5/2017,6.36
3477,DB12 ,10/6/2017,5.47
3478,DB12 ,10/9/2017,1.75
3479,DB12 ,10/10/2017,0.04
3480,DB12 ,10/11/2017,1.54
3481,DB12 ,10/12/2017,0.07
3482,DB12 ,10/17/2017,0.61
3483,DB12 ,10/18/2017,1.25
3484,DB12 ,10/19/2017,0.21
3485,DB12 ,10/24/2017,0.51
3486,DB12 ,10/25/2017,0.02
3487,DB12 ,10/30/2017,0.31
3488,DB12 ,10/31/2017,0.02
3489,DB12 ,11/1/2017,0.04
3490,DB12 ,11/2/2017,0.07
3491,DB12 ,11/3/2017,0.07
3492,DB12 ,11/4/2017,0.4
3493,DB12 ,11/5/2017,6.66
3494,DB12 ,11/6/2017,2.01
3495,DB12 ,11/9/2017,1.27
3496,DB12 ,11/10/2017,1.03
3497,DB12 ,11/11/2017,1.4
3498,DB12 ,11/12/2017,1.05
3499,DB12 ,11/13/2017,0.88
3500,DB12 ,11/14/2017,1.25
3501,DB12 ,11/15/2017,1.46
3502,DB12 ,11/16/2017,1.14
3503,DB12 ,11/17/2017,0.01
3504,DB12 ,12/1/2017,0.07
3505,DB12 ,12/2/2017,0.07
3506,DB12 ,12/3/2017,0.03
3507,DB12 ,12/4/2017,0.09
3508,DB12 ,12/5/2017,5.13
3509,DB12 ,12/6/2017,1.85
3510,DB12 ,12/9/2017,0.38
3511,DB12 ,12/10/2017,1.32
3512,DB12 ,12/11/2017,1.43
3513,DB12 ,12/12/2017,1.55
3514,DB12 ,12/13/2017,0.87
3515,DB12 ,12/15/2017,0.93
3516,DB12 ,12/16/2017,1.44
3517,DB12 ,12/17/2017,1.54
3518,DB12 ,12/18/2017,1.47
3519,DB12 ,12/19/2017,1.36
3520,DB12 ,12/20/2017,1.28
3521,DB12 ,12/21/2017,1.58
3522,DB12 ,12/22/2017,1.32
3523,DB12 ,12/23/2017,1.4
3524,DB12 ,12/24/2017,1.16
3525,DB12 ,12/25/2017,1.42
3526,DB12 ,12/26/2017,1.16
3527,DB12 ,4/1/2018,1.19
3528,DB12 ,5/1/2018,1.36
3529,DB12 ,6/1/2018,1.25
3530,DB12 ,7/1/2018,0.34
